_id	x	y	senses
time/NN/Encow_sample_5510/52	-13.7749	4.0648	time_8
time/NN/Encow_sample_15978/122	7.5932	26.7073	time_1
time/NN/Encow_sample_20168/103	13.4227	1.8585	time_8
time/NN/Encow_sample_6775/10	-30.7358	-7.9266	time_3
time/NN/Encow_sample_17271/4	-18.8258	21.9113	time_2
time/NN/Encow_sample_26617/61	15.3062	17.0718	time_2
time/NN/Encow_sample_14538/10	15.4014	30.8397	time_1
time/NNS/Encow_sample_29133/15	11.5548	-16.0798	time_3
time/NN/Encow_sample_17448/99	16.5254	0.111	time_8
time/NN/Encow_sample_11788/72	4.0973	-3.9602	time_2
time/NN/Encow_sample_31909/63	16.5285	0.0909	time_8
time/NN/Encow_sample_30469/4	17.1196	18.8004	time_2
time/NNS/Encow_sample_32906/34	3.925	-23.0724	time_1
time/NN/Encow_sample_11928/58	-16.5403	21.6832	time_1
time/NN/Encow_sample_27107/106	-20.704	23.2167	time_4
time/NN/Encow_sample_12484/51	-34.6381	-13.9603	time_8
time/NN/Encow_sample_7503/44	15.5578	32.0622	time_1
time/NN/Encow_sample_7994/36	5.752	14.6623	time_8
time/NN/Encow_sample_21407/15	21.4837	-25.7225	time_8
time/NN/Encow_sample_21722/30	2.8486	23.0374	time_4
time/NN/Encow_sample_1972/52	-17.3252	7.6587	time_3
time/NN/Encow_sample_31191/93	14.9491	18.9098	time_2
time/NN/Encow_sample_12266/14	16.1501	20.0855	time_2
time/NN/Encow_sample_21435/113	-30.9607	-14.5218	time_3
time/NN/Encow_sample_1916/85	-36.1059	-15.5128	time_3
time/NN/Encow_sample_22361/42	13.0332	5.3453	time_4
time/NNS/Encow_sample_19847/9	-0.5105	-16.1671	time_3
time/NNS/Encow_sample_23607/11	24.8687	7.8245	time_2
time/NN/Encow_sample_4253/38	1.0256	3.8674	time_8
time/NNS/Encow_sample_19910/40	-2.0625	-20.0001	time_1
time/NN/Encow_sample_25601/42	20.2122	1.958	time_1
time/NN/Encow_sample_18652/66	3.4486	22.6078	time_5
time/NN/Encow_sample_10717/18	-18.1832	6.0766	time_1
time/NN/Encow_sample_27736/14	14.1074	14.5827	time_5
time/NN/Encow_sample_29088/21	2.4842	-21.5364	time_1
time/NN/Encow_sample_17720/21	-16.6129	18.0379	time_5
time/NN/Encow_sample_27013/50	21.3971	-25.749	time_8
time/NN/Encow_sample_30363/104	22.945	6.9564	time_8
time/NN/Encow_sample_28782/95	-5.033	15.5347	time_2
time/NN/Encow_sample_7320/13	18.0348	14.4541	time_6
time/NN/Encow_sample_19352/39	-29.361	-14.0651	time_3
time/NNS/Encow_sample_32402/52	-0.7461	-20.683	time_3
time/NN/Encow_sample_33310/47	27.6142	-23.0434	time_1
time/NN/Encow_sample_22283/5	-9.6931	21.6182	time_3
time/NN/Encow_sample_7353/44	-22.9909	-26.3362	time_2
time/NN/Encow_sample_44/88	0.0	0.0	time_5
time/NN/Encow_sample_8461/4	0.0	0.0	time_4
time/NN/Encow_sample_16534/67	0.0	0.0	time_4
time/NN/Encow_sample_13941/69	4.8841	9.6874	time_5
time/NNS/Encow_sample_26791/23	-0.0849	-20.9795	time_1
time/NN/Encow_sample_5246/48	4.0764	-9.9426	time_5
time/NN/Encow_sample_22379/25	-9.9465	21.7168	time_2
time/NN/Encow_sample_14505/31	-24.5305	-9.9459	time_4
time/NN/Encow_sample_19033/23	-18.7618	15.9375	time_7
time/NNS/Encow_sample_26967/52	11.7039	-15.3362	time_3
time/NN/Encow_sample_9317/48	16.9068	19.5898	time_5
time/NN/Encow_sample_20378/46	-30.5119	-17.07	time_3
time/NN/Encow_sample_26967/35	26.7832	20.7447	time_1
time/NN/Encow_sample_31834/72	-17.6817	22.0849	time_1
time/NN/Encow_sample_17752/71	7.7682	26.8438	time_1
time/NN/Encow_sample_4492/57	-18.0666	10.8169	time_2
time/NN/Encow_sample_6222/7	16.5265	-5.4169	time_8
time/NN/Encow_sample_17347/57	22.9408	13.2545	time_4
