_id	time.nobound4-4TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.x	time.nobound4-4TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.y	time.nobound4-4TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.x	time.nobound4-4TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.y	time.nobound4-4TIME.PPMIno.LENGTH5000.SOCPOSNVAA.x	time.nobound4-4TIME.PPMIno.LENGTH5000.SOCPOSNVAA.y	time.nobound3-3TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.x	time.nobound3-3TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.y	time.nobound3-3TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.x	time.nobound3-3TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.y	time.nobound3-3TIME.PPMIno.LENGTH5000.SOCPOSNVAA.x	time.nobound3-3TIME.PPMIno.LENGTH5000.SOCPOSNVAA.y	time.nobound2-2TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.x	time.nobound2-2TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.y	time.nobound2-2TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.x	time.nobound2-2TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.y	time.nobound2-2TIME.PPMIno.LENGTH5000.SOCPOSNVAA.x	time.nobound2-2TIME.PPMIno.LENGTH5000.SOCPOSNVAA.y	time.nobound1-1TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.x	time.nobound1-1TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.y	time.nobound1-1TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.x	time.nobound1-1TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.y	time.nobound1-1TIME.PPMIno.LENGTH5000.SOCPOSNVAA.x	time.nobound1-1TIME.PPMIno.LENGTH5000.SOCPOSNVAA.y	time.bound4-4TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.x	time.bound4-4TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.y	time.bound4-4TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.x	time.bound4-4TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.y	time.bound4-4TIME.PPMIno.LENGTH5000.SOCPOSNVAA.x	time.bound4-4TIME.PPMIno.LENGTH5000.SOCPOSNVAA.y	time.bound3-3TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.x	time.bound3-3TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.y	time.bound3-3TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.x	time.bound3-3TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.y	time.bound3-3TIME.PPMIno.LENGTH5000.SOCPOSNVAA.x	time.bound3-3TIME.PPMIno.LENGTH5000.SOCPOSNVAA.y	time.bound2-2TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.x	time.bound2-2TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.y	time.bound2-2TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.x	time.bound2-2TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.y	time.bound2-2TIME.PPMIno.LENGTH5000.SOCPOSNVAA.x	time.bound2-2TIME.PPMIno.LENGTH5000.SOCPOSNVAA.y	time.bound1-1TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.x	time.bound1-1TIME.PPMIweight.LENGTH5000.SOCPOSNVAA.y	time.bound1-1TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.x	time.bound1-1TIME.PPMIselection.LENGTH5000.SOCPOSNVAA.y	time.bound1-1TIME.PPMIno.LENGTH5000.SOCPOSNVAA.x	time.bound1-1TIME.PPMIno.LENGTH5000.SOCPOSNVAA.y	time.LEMMAREL.PPMIweight.LENGTH5000.SOCPOSNVAA.x	time.LEMMAREL.PPMIweight.LENGTH5000.SOCPOSNVAA.y	time.LEMMAREL.PPMIselection.LENGTH5000.SOCPOSNVAA.x	time.LEMMAREL.PPMIselection.LENGTH5000.SOCPOSNVAA.y	time.LEMMAREL.PPMIno.LENGTH5000.SOCPOSNVAA.x	time.LEMMAREL.PPMIno.LENGTH5000.SOCPOSNVAA.y	time.LEMMAPATH.PPMIweight.LENGTH5000.SOCPOSNVAA.x	time.LEMMAPATH.PPMIweight.LENGTH5000.SOCPOSNVAA.y	time.LEMMAPATH.PPMIselection.LENGTH5000.SOCPOSNVAA.x	time.LEMMAPATH.PPMIselection.LENGTH5000.SOCPOSNVAA.y	time.LEMMAPATH.PPMIno.LENGTH5000.SOCPOSNVAA.x	time.LEMMAPATH.PPMIno.LENGTH5000.SOCPOSNVAA.y
time/NN/Encow_sample_18579/23	-14.484403971677027	31.586999269823945	-23.370306286226455	26.566246780631673	-5.242276996002287	-29.51508040317883	13.572758208672502	17.08914598785057	-22.09975650938435	6.59003622388511	28.259231191136898	-18.59298770858156	17.461051298420056	23.041476371748047	27.777035088534802	10.056790721317915	5.107670510168768	-26.495979130167363	-18.140754624453773	-7.509337766992117	17.912575895604483	-3.365697880971872	-25.85733136638021	-4.422641776327367	-31.23254949797661	19.462886138408635	-13.636658057907301	-31.05312019489752	-20.11274435011117	-26.597895920113963	-12.27678767751158	-26.768859452935043	31.6841601746081	-18.46574339541194	36.55162509199981	-16.070824125610436	28.838784303437684	14.128867242754716	18.580482983510095	22.42297388468135	-29.090401623384373	0.9224897955917519	1.9161242545094255	-10.278470183444304	2.163908545315215	20.55356652051744	-19.318324070681438	5.2974881173393324	-8.347492142624827	-1.1649781762704414	-13.78440626792055	8.947519780333625	15.79939796703785	-5.004396740151322	9.026638750590692	11.004501837843153	1.00242634963581	-10.174082928852696	10.831150240645691	0.58394056982019
time/NN/Encow_sample_18463/8	15.35123457533567	22.610334420118	-24.913057058081094	7.553914354119699	20.156931465080824	-4.745371859287665	0	0	0	0	9.937666026065076	19.086301786452747	0	0	0	0	8.775775315516269	-7.993161228848729	0	0	0	0	0	0	20.09617611965572	-0.562018978591161	-23.55771461964193	2.9206490838926804	-2.3689587946347874	-18.160855745001108	0	0	0	0	6.893904605708554	20.142258593452578	0	0	0	0	10.044791009515796	-23.058458810768286	0	0	0	0	0	0	0	0	0	0	0	0	-18.926048098052085	-0.7731569951365097	16.31642589404889	-4.283004982036728	3.1534325986740086	-7.509170972718985
time/NN/Encow_sample_31280/39	-28.73224175926148	-18.01905623372324	26.433516542820776	1.6579584671185787	-33.61194173649935	-6.898520842042161	29.515618198850976	0.3498838374489573	-25.71889313432128	-8.99691820216145	-7.735546382375133	-27.9822989729467	27.68368102941372	0.6211948379112177	-15.91463118768303	19.126410859970488	-18.02502395049602	-6.66338912178485	-7.694430339112604	16.554616605063607	-8.208866401393104	-6.687360211896157	-10.96404883898188	-0.920689797570935	-22.14711882685928	-8.96813938402048	23.117063141213226	1.6611102671237776	-1.9439497634016878	29.75101336451548	-25.039465148382195	-9.395343613799689	20.845838444216195	8.897269987815555	4.537956527782271	-21.184196066587326	17.954800333800506	-7.048531882002261	20.503424466264622	-8.575577434608734	16.03093169453742	13.64188821959906	0	0	0	0	0	0	3.9687809722676937	-13.591214856239548	-7.42728834540267	-11.147705992771474	-5.836220736312171	10.106926429248738	3.9483131620708556	-25.970237199283233	-6.232467981489933	7.77140301653214	-7.919781940227407	-1.3168458638054887
time/NN/Encow_sample_3436/56	-1.533962425217426	7.736778291486426	-32.870604666533495	8.293614853381259	-24.94424839684817	-7.674345859470297	-11.869101456672606	-3.8829756326712035	15.832296579009776	-25.137535225015895	-5.590450156990987	-20.714914998501953	29.677262835307044	0.6210935220949404	-15.105143066686727	20.658060146502795	-25.053021565101943	-1.581139886935095	-8.716262947638283	17.19524297777139	-9.383508172295135	-6.957256087651806	-3.8872672365373373	3.5919897444085036	-2.5926053814227994	15.887846952536023	-28.642570743048953	4.538479345748275	-10.313651543889987	24.723378924163	22.367132601738682	-5.654178627130176	4.370653718133598	-31.308878942390113	-1.3136035257335266	-21.10031471121301	18.56028594389487	-5.762950444781508	19.541801087098243	-9.830418871253723	17.699927398456854	18.304610559938933	-9.94084724183732	-14.814902183568012	10.138357815158457	-0.7866597062464287	-7.549287639119152	-0.681255264622738	-11.090152875538761	3.2201382751857426	-12.366364756333308	10.808295810679162	13.236216855351913	-3.934541149956172	6.067799515794313	4.216437705734347	1.3590441763397028	-15.957096120982976	12.26011399848898	-4.275057883602317
time/NNS/Encow_sample_10070/85	-13.90018434267082	-14.878721288906759	-24.26045289850758	-20.511102841318394	-5.883054764780025	-16.29904618669516	-3.6520437438647972	-17.019736948961967	5.790617548985684	-8.141144476482648	-9.324285201697595	0.7793027818324737	2.1858519562877974	-24.618749134204204	13.78216851845306	-17.509165863176296	17.456444195350006	22.402449522376415	0	0	0	0	0	0	6.0089970139574085	31.53322729984771	-14.7983928079619	-12.745106064585116	-4.924589137033107	-9.452015784021976	14.501084915235475	-15.509210541806093	-4.87083239333966	-9.148778874454612	-11.90706471349091	1.6433390033682886	-11.825920793307255	22.895830849065035	-30.138963708991465	5.297332791565331	18.2222016756015	-18.260748206341336	0	0	0	0	0	0	0	0	0	0	0	0	26.133449120224004	-25.112223256897053	-2.9159286201428003	42.81658222713745	-40.304259638476864	-4.297713192568957
time/NN/Encow_sample_18794/23	12.561782633537875	22.579043628383996	1.6561189351259236	-13.201115595258086	18.544694870260678	-0.19331965099257814	-7.562587571509036	18.7470986260886	-0.7104180125485939	9.480626341166777	8.186637584623847	7.006557198990028	-22.481081968355802	5.096380887301357	1.7107740615526403	5.098644110080373	16.611521239707237	-1.6478742544970093	12.764374965599828	5.543804688098363	9.945931745319367	4.915334614570522	22.064372607379955	7.768390951380556	19.26693865700397	-3.2554146457775883	9.471517457246115	19.74729208634423	10.531746863083091	-9.784599707352022	15.340502436905117	5.935281998305798	-9.11938398136873	-0.9592549398166526	6.3977273759756486	12.655292344101223	-14.858700303875224	-10.36288835658877	-17.60721426727835	-1.14320234761758	-3.363263344744691	-23.847090562945958	-10.861250396283971	7.964071686495736	-6.85839740545555	9.925794811405256	3.2480977884600315	16.677290341050718	0	0	0	0	0	0	0.7022671279578114	17.868752288547277	-1.4328923021785884	-28.540464891752276	18.466715892404192	-18.314965901048378
time/NN/Encow_sample_33048/20	-44.500593938208546	-19.24072149858671	17.928242819245995	-24.60106899960658	-11.77492780845077	-2.4362895899274526	19.225865100162032	9.699681421626394	-4.9706287574518555	12.140047870768134	18.02835768148898	-10.555701098165017	16.307848752885505	0.05228349841934376	0.015021697231352564	-32.716727504565696	-1.2459838259903828	8.247428606588734	0	0	0	0	0	0	-31.043997071885336	10.107975631322928	-6.133991114342462	-30.145066485074114	-10.63509887724009	7.230609029721185	-20.3003961023911	-25.6054204012467	-9.32771638816364	-29.74977165130533	-20.200816596844366	-32.15072333920502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.396214591153635	29.4478497719479
time/NN/Encow_sample_3868/21	-24.436373902480298	11.771977212432134	-9.365449097253178	24.7149721833054	5.145859817461723	25.287891683115433	-6.125220974178184	-1.3632474624682136	-0.908812849966501	5.791965129685276	-11.054199504295482	6.61578067254309	-7.170008505264688	-5.986485812435797	-2.1348307646434446	-3.733639250546754	12.378307660283228	27.383610466915997	0	0	0	0	9.147639036771917	-1.0712739394854118	-15.940815801463664	14.051455196379818	6.510308436318746	-26.155496510352847	-27.705145760289692	-6.542140433194003	12.37769994825262	-0.1907956133801352	-6.764355041133104	-6.996228777543333	-13.521239030613422	-7.228784532398591	-4.272520325969309	-20.078052306067793	-11.849425063337584	-14.154949595803428	22.411479715117135	-16.22260216233128	0	0	0	0	7.800237864955189	3.31686194762662	0	0	0	0	3.645301443631186	-11.198378096335802	0	0	0	0	11.686795926345805	28.6235779226262
time/NN/Encow_sample_27165/48	26.3184746755741	-18.679456784655578	-31.093807004030044	8.900109979207928	24.958470829966142	-28.90222028138992	10.29843935249628	-34.00960003884771	-3.987115456142423	-6.643110991401202	40.971049127491284	15.659419216988745	0.0791808118996348	23.02726950000005	-8.863479299720687	-1.1955290646379932	28.513581349024317	-19.01258900473889	0	0	0	0	0	0	-3.139488643220033	-34.92364800226724	-28.281239373742448	6.338265470303614	1.2331076433251824	-41.73131313812723	-19.520412852950734	17.233041522061594	-28.09772132257654	24.054960414393125	3.1019734028914976	37.26072077198533	12.609459160146503	26.79155514315658	2.162278041346375	-12.929006761356117	-13.333988551452965	-12.10781031112446	0	0	0	0	0	0	0	0	0	0	0	0	-14.133598167530529	-11.527720897755925	6.549792528537884	4.7823395440572725	-3.2714697172741536	18.422725505253613
time/NN/Encow_sample_11118/46	22.074467724935005	10.190610251554553	-19.863043760504176	3.3980945944566647	29.85453417712368	-16.976580945549202	-11.85440158071136	3.0496164403552246	27.843303952929816	8.928458312937066	-4.262274547299756	26.35584114251083	-0.26127535147807107	-4.934826082008732	3.0630718453808212	-5.738969193041849	10.552413746881538	16.63888502979383	-4.381717564167865	-6.151650176104675	5.819604005025428	17.681352373029135	8.354881583466849	1.8225718288798032	5.125139017944089	2.0755053463960427	-15.300825807344586	9.933679841589141	7.802065132830483	-33.90705590077441	4.756253353487806	6.237545282401079	-20.837172197831286	-5.843955849286261	15.34023303667331	-8.982891384681395	-5.924171293847283	1.0013349809737313	3.908180200517666	-3.7306724864848197	13.342009627766567	-1.4168512625850205	6.867313092974281	1.6936774228099922	-12.729570029213754	-3.0468180041561257	4.402740313031249	4.195694771573873	-9.764118154335996	2.108946691672957	-13.12878886692991	11.728347009001256	13.763283786525339	-2.796790189406333	-8.160180546041175	13.007980050981356	1.6302174591933343	-16.89682076014718	13.980607691359868	11.12237550990073
